#NAME?;Trade Close;% Move;Wmv;W%mv;Mthmv;Mth%mv;DMTmv
12/01/2015;1239,75;-2,84%;-39,75;-3,11%;-39,75;-3,11%;-13,32
09/01/2015;1276;0,31%;7;0,55%;2;0,16%;1,47
08/01/2015;1272;-0,62%;40,75;3,31%;5,75;0,45%;-2,94
07/01/2015;1280;0,04%;32,75;2,63%;39,25;3,16%;0,18
06/01/2015;1279,5;0,83%;11,75;0,93%;51;4,15%;3,86
05/01/2015;1269;3,07%;-3,5;-0,28%;43;3,51%;13,87
02/01/2015;1231,25;-1,28%;-46,5;-3,64%;-16;-1,28%;-5,88
31/12/2014;1247,25;-1,62%;-11,75;-0,93%;1;0,08%;-7,53
30/12/2014;1267,75;-0,37%;-1,75;-0,14%;-9,5;-0,74%;-1,75
29/12/2014;1272,5;-0,41%;3;0,24%;-8,75;-0,68%;-1,93
26/12/2014;1277,75;1,49%;15,5;1,23%;13,75;1,09%;6,89
24/12/2014;1259;-0,83%;-8;-0,63%;-10,25;-0,81%;-3,86
23/12/2014;1269,5;0,00%;10,5;0,83%;18,75;1,50%;0,00
22/12/2014;1269,5;0,57%;14,5;1,16%;34,5;2,79%;2,66
19/12/2014;1262,25;-0,37%;-7,5;-0,59%;8,75;0,70%;-1,75
18/12/2014;1267;0,64%;-10,5;-0,82%;0,5;0,04%;2,94
17/12/2014;1259;0,32%;-13,5;-1,06%;6,25;0,50%;1,47
16/12/2014;1255;-1,16%;-7,25;-0,57%;-28,75;-2,24%;-5,42
15/12/2014;1269,75;-0,61%;-9,75;-0,76%;-8,25;-0,65%;-2,85
12/12/2014;1277,5;0,39%;3,5;0,27%;-16,75;-1,29%;1,84
11/12/2014;1272,5;0,81%;6,25;0,49%;16,5;1,31%;3,77
10/12/2014;1262,25;-1,35%;21,5;1,73%;-4,75;-0,37%;-6,34
09/12/2014;1279,5;0,43%;51;4,15%;21,25;1,69%;2,02
08/12/2014;1274;0,61%;48;3,92%;24,5;1,96%;2,85
05/12/2014;1266,25;2,06%;19;1,52%;26,25;2,12%;9,37
04/12/2014;1240,75;1,00%;-5,5;-0,44%;-19,25;-1,53%;4,50
03/12/2014;1228,5;0,20%;-48,75;-3,82%;-51;-3,99%;0,92
02/12/2014;1226;-1,70%;-55,25;-4,31%;-34;-2,70%;-7,81
01/12/2014;1247,25;0,08%;-16,75;-1,33%;-32;-2,50%;0,37
28/11/2014;1246,25;-2,43%;-23;-1,81%;1;0,08%;-11,39
26/11/2014;1277,25;-0,31%;26,5;2,12%;34,25;2,76%;-1,47
25/11/2014;1281,25;1,36%;46,25;3,74%;66,75;5,50%;6,34
24/11/2014;1264;-0,41%;10,5;0,84%;33,75;2,74%;-1,93
21/11/2014;1269,25;1,48%;2,75;0,22%;69,5;5,79%;6,80
20/11/2014;1250,75;1,28%;-2;-0,16%;49,5;4,12%;5,79
19/11/2014;1235;-1,48%;-48,75;-3,80%;53,75;4,55%;-6,80
18/11/2014;1253,5;-1,03%;-24,5;-1,92%;64,75;5,45%;-4,78
17/11/2014;1266,5;1,10%;-27,75;-2,14%;63;5,23%;5,05
14/11/2014;1252,75;-2,41%;-3,25;-0,26%;63,25;5,32%;-11,39
13/11/2014;1283,75;0,45%;16,75;1,32%;82;6,82%;2,11
12/11/2014;1278;-1,26%;19,75;1,57%;95,75;8,10%;-5,97
11/11/2014;1294,25;3,05%;44,75;3,58%;134,75;11,62%;14,06
10/11/2014;1256;-0,87%;16;1,29%;77;6,53%;-4,04
07/11/2014;1267;0,70%;7;0,56%;95;8,11%;3,22
06/11/2014;1258,25;0,70%;-21,25;-1,66%;80,5;6,84%;3,22
05/11/2014;1249,5;0,77%;-10,5;-0,83%;70,25;5,96%;3,49
04/11/2014;1240;-1,59%;-39,25;-3,07%;90,75;7,90%;-7,35
03/11/2014;1260;-1,52%;14,75;1,18%;98,5;8,48%;-7,17
31/10/2014;1279,5;1,55%;36,5;2,94%;125,75;10,90%;7,17
30/10/2014;1260;-1,50%;45,5;3,75%;109,75;9,54%;-7,07
29/10/2014;1279,25;2,73%;49;3,98%;118,75;10,23%;12,49
28/10/2014;1245,25;0,18%;45,5;3,79%;98;8,54%;0,83
27/10/2014;1243;2,35%;41,75;3,48%;83,25;7,18%;10,47
24/10/2014;1214,5;-1,28%;33,25;2,81%;40,75;3,47%;-5,79
23/10/2014;1230,25;2,54%;41,5;3,49%;57;4,86%;11,21
22/10/2014;1199,75;-0,12%;-3,75;-0,31%;24,5;2,08%;-0,55
21/10/2014;1201,25;1,69%;11,75;0,99%;7,25;0,61%;7,35
20/10/2014;1181,25;-0,63%;-20,5;-1,71%;-27,25;-2,25%;-2,76
17/10/2014;1188,75;-1,23%;6,5;0,55%;-30,75;-2,52%;-5,42
16/10/2014;1203,5;1,18%;44;3,79%;-14,25;-1,17%;5,14
15/10/2014;1189,5;-1,02%;10,5;0,89%;-37;-3,02%;-4,50
14/10/2014;1201,75;1,65%;29,75;2,54%;-20,5;-1,68%;7,17
13/10/2014;1182,25;1,96%;4,5;0,38%;-36,25;-2,97%;8,36
10/10/2014;1159,5;-1,65%;-19,75;-1,67%;-71,25;-5,79%;-7,17
09/10/2014;1179;0,60%;29,75;2,59%;-50,75;-4,13%;2,57
08/10/2014;1172;-0,49%;10,5;0,90%;-73,5;-5,90%;-2,11
07/10/2014;1177,75;-0,13%;24;2,08%;-80,75;-6,42%;-0,55
06/10/2014;1179,25;2,61%;29;2,52%;-61;-4,92%;11,02
03/10/2014;1149,25;-1,05%;-11,25;-0,97%;-107,75;-8,57%;-4,50
02/10/2014;1161,5;0,67%;14,25;1,24%;-107,5;-8,47%;2,85
01/10/2014;1153,75;0,30%;-6;-0,52%;-107,5;-8,52%;1,29
30/09/2014;1150,25;-0,88%;-23,5;-2,00%;-115,5;-9,13%;-3,77
29/09/2014;1160,5;1,15%;-12,75;-1,09%;-100,25;-7,95%;4,87
26/09/2014;1147,25;-1,08%;-28;-2,38%;-117,75;-9,31%;-4,59
25/09/2014;1159,75;-1,19%;-34,25;-2,87%;-106,5;-8,41%;-5,14
24/09/2014;1173,75;0,04%;-34,75;-2,88%;-105,25;-8,23%;0,18
23/09/2014;1173,25;-0,17%;-46,25;-3,79%;-102;-8,00%;-0,73
22/09/2014;1175,25;-1,57%;-42,5;-3,49%;-99,75;-7,82%;-6,89
19/09/2014;1194;-1,20%;-32,5;-2,65%;-95,75;-7,42%;-5,33
18/09/2014;1208,5;-0,90%;-13,75;-1,12%;-86,25;-6,66%;-4,04
17/09/2014;1219,5;0,14%;1;0,08%;-69,5;-5,39%;0,64
16/09/2014;1217,75;-0,71%;-13;-1,06%;-75,25;-5,82%;-3,22
15/09/2014;1226,5;0,35%;-3,25;-0,26%;-57,25;-4,46%;1,56
12/09/2014;1222,25;0,31%;-23,25;-1,87%;-74,25;-5,73%;1,38
11/09/2014;1218,5;-1,00%;-40;-3,18%;-91,75;-7,00%;-4,50
10/09/2014;1230,75;0,08%;-9,5;-0,77%;-91;-6,88%;0,37
09/09/2014;1229,75;-1,26%;-27,25;-2,17%;-85,25;-6,48%;-5,79
08/09/2014;1245,5;-1,03%;-23,5;-1,85%;-71,5;-5,43%;-4,78
05/09/2014;1258,5;1,47%;-2,75;-0,22%;-44,25;-3,40%;6,71
04/09/2014;1240,25;-1,33%;-25,5;-2,01%;-76,25;-5,79%;-6,15
03/09/2014;1257;-0,95%;-3,75;-0,30%;-38,5;-2,97%;-4,41
02/09/2014;1269;0,61%;4;0,32%;-50;-3,79%;2,85
29/08/2014;1261,25;-0,36%;-5;-0,39%;-57;-4,32%;-1,65
28/08/2014;1265,75;0,40%;-13,25;-1,04%;-66,25;-4,97%;1,84
27/08/2014;1260,75;-0,34%;-14,5;-1,14%;-84;-6,25%;-1,56
26/08/2014;1265;-0,10%;-10;-0,78%;-55,5;-4,20%;-0,46
25/08/2014;1266,25;-1,00%;-23,5;-1,82%;-55,5;-4,20%;-4,69
22/08/2014;1279;0,29%;-15,75;-1,22%;-34,5;-2,63%;1,38
21/08/2014;1275,25;0,02%;-13,75;-1,07%;-19,5;-1,51%;0,09
20/08/2014;1275;-1,14%;-18;-1,39%;-33,5;-2,56%;-5,42
19/08/2014;1289,75;-0,39%;6;0,47%;-32,5;-2,46%;-1,84
18/08/2014;1294,75;0,45%;-1,75;-0,13%;-36,25;-2,72%;2,11
15/08/2014;1289;-0,31%;-21,25;-1,62%;-50;-3,73%;-1,47
14/08/2014;1293;0,72%;-28,75;-2,18%;-30,25;-2,29%;3,40
13/08/2014;1283,75;-0,98%;-31,25;-2,38%;-39,5;-2,99%;-4,69
12/08/2014;1296,5;-1,05%;-20,5;-1,56%;-15,5;-1,18%;-5,05
11/08/2014;1310,25;-0,87%;7,5;0,58%;-19,75;-1,48%;-4,23
08/08/2014;1321,75;0,51%;5,25;0,40%;-19;-1,42%;2,48
07/08/2014;1315;-0,15%;19,5;1,51%;-38,25;-2,83%;-0,73
06/08/2014;1317;1,09%;-2;-0,15%;-45,5;-3,34%;5,24
05/08/2014;1302,75;-1,04%;-15,5;-1,18%;-67,75;-4,94%;-5,05
04/08/2014;1316,5;1,62%;-15,5;-1,16%;-62;-4,50%;7,72
01/08/2014;1295,5;-1,78%;-49,25;-3,66%;-89;-6,43%;-8,64
31/07/2014;1319;0,06%;-1,5;-0,11%;-75,25;-5,40%;0,28
30/07/2014;1318,25;-1,03%;-3,5;-0,26%;-146,75;-10,02%;-5,05
29/07/2014;1332;-0,95%;18,5;1,41%;-149,25;-10,08%;-4,69
28/07/2014;1344,75;1,84%;50;3,86%;-121,25;-8,27%;8,91
25/07/2014;1320,5;-0,09%;12;0,92%;-141;-9,65%;-0,46
24/07/2014;1321,75;0,63%;-0,5;-0,04%;-149;-10,13%;3,03
23/07/2014;1313,5;1,45%;-17,5;-1,31%;-155;-10,55%;6,89
22/07/2014;1294,75;-1,05%;-44,25;-3,30%;-169,5;-11,58%;-5,05
21/07/2014;1308,5;-1,04%;-14,75;-1,11%;-141,5;-9,76%;-5,05
18/07/2014;1322,25;-0,66%;-1;-0,08%;-126,75;-8,75%;-3,22
17/07/2014;1331;-0,60%;19;1,45%;-123;-8,46%;-2,94
16/07/2014;1339;1,19%;9;0,68%;-119,25;-8,18%;5,79
15/07/2014;1323,25;0,00%;-17,5;-1,31%;-126;-8,69%;0,00
14/07/2014;1323,25;0,86%;-30;-2,22%;-134,5;-9,23%;4,13
11/07/2014;1312;-1,35%;-50,5;-3,71%;-154,5;-10,54%;-6,61
10/07/2014;1330;-0,80%;-40,5;-2,96%;-131,25;-8,98%;-3,95
09/07/2014;1340,75;-0,92%;-37,75;-2,74%;-115;-7,90%;-4,59
08/07/2014;1353,25;-0,68%;-31,25;-2,26%;-94,25;-6,51%;-3,40
07/07/2014;1362,5;-0,58%;-31,75;-2,28%;-107;-7,28%;-2,94
03/07/2014;1370,5;-0,58%;-94,5;-6,45%;-97,75;-6,66%;-2,94
02/07/2014;1378,5;-0,43%;-102,75;-6,94%;-109;-7,33%;-2,20
01/07/2014;1384,5;-0,70%;-81,5;-5,56%;-95,75;-6,47%;-3,58
30/06/2014;1394,25;-4,83%;-67,25;-4,60%;-91,75;-6,17%;-26,00
27/06/2014;1465;-1,10%;-5,75;-0,39%;-19,75;-1,33%;-5,97
26/06/2014;1481,25;1,04%;12,75;0,87%;5,5;0,37%;5,60
25/06/2014;1466;0,31%;1,75;0,12%;-36,5;-2,43%;1,65
24/06/2014;1461,5;-0,63%;11,5;0,79%;-44,25;-2,94%;-3,40
23/06/2014;1470,75;0,15%;21,75;1,50%;-21,5;-1,44%;0,83
20/06/2014;1468,5;0,29%;14,5;1,00%;11,75;0,81%;1,56
19/06/2014;1464,25;0,98%;6;0,41%;-8;-0,54%;5,24
18/06/2014;1450;0,07%;0,75;0,05%;-2;-0,14%;0,37
17/06/2014;1449;-0,34%;-8,75;-0,60%;-8,25;-0,57%;-1,84
16/06/2014;1454;-0,29%;-12,5;-0,85%;-19,75;-1,34%;-1,56
13/06/2014;1458,25;0,62%;-3;-0,21%;-12,5;-0,85%;3,31
12/06/2014;1449,25;-0,58%;-6,5;-0,45%;-3;-0,21%;-3,12
11/06/2014;1457,75;-0,60%;10,25;0,71%;-16,25;-1,10%;-3,22
10/06/2014;1466,5;0,36%;-3;-0,20%;10;0,69%;1,93
09/06/2014;1461,25;0,38%;-7;-0,48%;28;1,95%;2,02
06/06/2014;1455,75;0,57%;-31,75;-2,13%;9,25;0,64%;3,03
05/06/2014;1447,5;-1,50%;-32,75;-2,21%;-2,75;-0,19%;-8,08
04/06/2014;1469,5;0,09%;-16,5;-1,11%;11,75;0,81%;0,46
03/06/2014;1468,25;-1,29%;-16,5;-1,11%;20,25;1,40%;-7,07
02/06/2014;1487,5;0,49%;11,75;0,80%;-12,25;-0,82%;2,66
30/05/2014;1480,25;-0,39%;-22,25;-1,48%;-24;-1,60%;-2,11
29/05/2014;1486;0,08%;-19,75;-1,31%;-1;-0,07%;0,46
28/05/2014;1484,75;0,61%;-7,5;-0,50%;3,5;0,24%;3,31
27/05/2014;1475,75;-1,78%;19;1,30%;18,75;1,29%;-9,83
23/05/2014;1502,5;-0,22%;30,25;2,05%;50,75;3,50%;-1,19
22/05/2014;1505,75;0,90%;53,75;3,70%;48;3,29%;4,96
21/05/2014;1492,25;2,44%;35;2,40%;18;1,22%;13,04
20/05/2014;1456,75;-1,05%;-17;-1,15%;-32,5;-2,18%;-5,70
19/05/2014;1472,25;1,39%;1,5;0,10%;-23,5;-1,57%;7,44
16/05/2014;1452;-0,36%;-0,25;-0,02%;-22,5;-1,53%;-1,93
15/05/2014;1457,25;-1,12%;-16,75;-1,14%;6,75;0,47%;-6,06
14/05/2014;1473,75;0,20%;17,25;1,18%;36,5;2,54%;1,10
13/05/2014;1470,75;1,27%;37,5;2,62%;14,25;0,98%;6,80
12/05/2014;1452,25;-1,48%;5,75;0,40%;-17,25;-1,17%;-7,99
09/05/2014;1474;1,20%;23,75;1,64%;17,25;1,18%;6,43
08/05/2014;1456,5;1,62%;-1,25;-0,09%;18;1,25%;8,54
07/05/2014;1433,25;-0,92%;-14,75;-1,02%;-14,75;-1,02%;-4,87
06/05/2014;1446,5;-0,26%;-53,25;-3,55%;-3;-0,21%;-1,38
05/05/2014;1450,25;-0,51%;-54;-3,59%;13,75;0,96%;-2,76
02/05/2014;1457,75;0,67%;-29,25;-1,97%;-1;-0,07%;3,58
01/05/2014;1448;-3,45%;-33,25;-2,24%;9,75;0,68%;-19,02
30/04/2014;1499,75;-0,30%;42,75;2,93%;89;6,31%;-1,65
29/04/2014;1504,25;1,16%;52,5;3,62%;93,5;6,63%;6,34
28/04/2014;1487;0,39%;29,25;2,01%;72,75;5,14%;2,11
25/04/2014;1481,25;1,66%;7;0,47%;79;5,63%;8,91
24/04/2014;1457;0,36%;-32,25;-2,17%;57,25;4,09%;1,93
23/04/2014;1451,75;-0,41%;-44;-2,94%;68,75;4,97%;-2,20
22/04/2014;1457,75;-1,12%;-16,75;-1,14%;49,75;3,53%;-6,06
21/04/2014;1474,25;-1,01%;23,75;1,64%;68,75;4,89%;-5,51
17/04/2014;1489,25;-0,43%;52;3,62%;96,75;6,95%;-2,39
16/04/2014;1495,75;1,44%;39,25;2,69%;129,75;9,50%;7,81
15/04/2014;1474,5;1,65%;5;0,34%;111,75;8,20%;8,82
14/04/2014;1450,5;0,92%;-6,25;-0,43%;80;5,84%;4,87
11/04/2014;1437,25;-1,32%;-1,25;-0,09%;76;5,58%;-7,07
10/04/2014;1456,5;-0,88%;8,5;0,59%;69,25;4,99%;-4,78
09/04/2014;1469,5;0,88%;20;1,38%;76,5;5,49%;4,69
08/04/2014;1456,75;1,27%;20,25;1,41%;24,75;1,73%;6,71
07/04/2014;1438,5;-0,66%;-20,25;-1,39%;26,25;1,86%;-3,49
04/04/2014;1448;-0,10%;9,75;0,68%;53,25;3,82%;-0,55
03/04/2014;1449,5;0,90%;38,75;2,75%;52,25;3,74%;4,78
02/04/2014;1436,5;-1,53%;25,75;1,83%;53;3,83%;-8,18
01/04/2014;1458,75;1,43%;44,5;3,15%;70,5;5,08%;7,53
31/03/2014;1438,25;1,95%;36;2,57%;74;5,42%;10,10
28/03/2014;1410,75;0,00%;11;0,79%;39,5;2,88%;0,00
27/03/2014;1410,75;-0,25%;27,75;2,01%;49,25;3,62%;-1,29
26/03/2014;1414,25;0,86%;6,25;0,44%;65;4,82%;4,41
25/03/2014;1402,25;0,18%;-3,25;-0,23%;67,75;5,08%;0,92
24/03/2014;1399,75;1,21%;7,25;0,52%;77,75;5,88%;6,15
21/03/2014;1383;-1,78%;17;1,24%;66,75;5,07%;-9,19
20/03/2014;1408;0,18%;45,25;3,32%;86;6,51%;0,92
19/03/2014;1405,5;0,93%;35;2,55%;107;8,24%;4,78
18/03/2014;1392,5;1,94%;31,25;2,30%;87,25;6,68%;9,74
17/03/2014;1366;0,24%;-21,25;-1,53%;82;6,39%;1,19
14/03/2014;1362,75;-0,57%;-30,25;-2,17%;67;5,17%;-2,85
13/03/2014;1370,5;0,68%;-61,5;-4,29%;84;6,53%;3,40
12/03/2014;1361,25;-1,87%;-51;-3,61%;68,75;5,32%;-9,55
11/03/2014;1387,25;-0,41%;-7,5;-0,54%;100,5;7,81%;-2,11
10/03/2014;1393;-2,72%;-4,25;-0,30%;115,75;9,06%;-14,33
07/03/2014;1432;1,40%;48,5;3,51%;157,75;12,38%;7,26
06/03/2014;1412,25;1,25%;24;1,73%;158,5;12,64%;6,43
05/03/2014;1394,75;-0,18%;30,5;2,24%;151;12,14%;-0,92
04/03/2014;1397,25;0,99%;26;1,90%;161,25;13,05%;5,05
03/03/2014;1383,5;-0,34%;22;1,62%;153,25;12,46%;-1,75
28/02/2014;1388,25;1,76%;39;2,89%;141,75;11,37%;8,82
27/02/2014;1364,25;-0,51%;29,75;2,23%;115,5;9,25%;-2,57
26/02/2014;1371,25;0,72%;49,25;3,73%;125,5;10,07%;3,58
25/02/2014;1361,5;0,91%;45,25;3,44%;123,5;9,98%;4,50
24/02/2014;1349,25;1,11%;27,25;2,06%;108,75;8,77%;5,42
21/02/2014;1334,5;0,95%;36;2,77%;93;7,49%;4,59
20/02/2014;1322;0,44%;16,75;1,28%;44,5;3,48%;2,11
19/02/2014;1316,25;-0,43%;32,25;2,51%;40,25;3,15%;-2,11
18/02/2014;1322;1,81%;26,25;2,03%;43;3,36%;8,64
14/02/2014;1298,5;-0,52%;12;0,93%;30,5;2,41%;-2,48
13/02/2014;1305,25;1,65%;12,75;0,99%;50;3,98%;7,81
12/02/2014;1284;-0,91%;-2,75;-0,21%;44,5;3,59%;-4,32
11/02/2014;1295,75;0,72%;18,5;1,45%;61;4,94%;3,40
10/02/2014;1286,5;-0,46%;12,25;0,96%;56,25;4,57%;-2,20
07/02/2014;1292,5;0,45%;38,75;3,09%;55,5;4,49%;2,11
06/02/2014;1286,75;0,74%;43;3,46%;49;3,96%;3,49
05/02/2014;1277,25;0,24%;41,25;3,34%;45;3,65%;1,10
04/02/2014;1274,25;1,64%;44;3,58%;43,25;3,51%;7,53
03/02/2014;1253,75;0,80%;7,25;0,58%;0,25;0,02%;3,67
31/01/2014;1243,75;0,63%;-5;-0,40%;-26;-2,05%;2,85
30/01/2014;1236;0,47%;-9,75;-0,78%;-38,75;-3,04%;2,11
29/01/2014;1230,25;-1,30%;-7,75;-0,63%;-36;-2,84%;-5,97
28/01/2014;1246,5;-0,18%;6;0,48%;-37,25;-2,90%;-0,83
27/01/2014;1248,75;0,24%;7,25;0,58%;-32;-2,50%;1,10
24/01/2014;1245,75;0,63%;-31,75;-2,49%;-46,25;-3,58%;2,85
23/01/2014;1238;-0,20%;-38;-2,98%;-42;-3,28%;-0,92
22/01/2014;1240,5;-0,08%;-38,5;-3,01%;-34,25;-2,69%;-0,37
21/01/2014;1241,5;-2,82%;-26,5;-2,09%;-54,25;-4,19%;-13,23
17/01/2014;1277,5;0,12%;22,25;1,77%;-8,75;-0,68%;0,55
16/01/2014;1276;-0,23%;36,5;2,94%;0;0,00%;-1,10
15/01/2014;1279;0,87%;44,25;3,58%;6,75;0,53%;4,04
14/01/2014;1268;1,02%;37,75;3,07%;-24,5;-1,90%;4,69
13/01/2014;1255,25;1,27%;18,25;1,48%;-31,5;-2,45%;5,79
10/01/2014;1239,5;0,38%;1,75;0,14%;-52,75;-4,08%;1,75
09/01/2014;1234,75;0,37%;2,5;0,20%;-39,25;-3,08%;1,65
08/01/2014;1230,25;-0,55%;-0,75;-0,06%;-46,25;-3,62%;-2,48
07/01/2014;1237;-0,06%;-16,5;-1,32%;-41;-3,21%;-0,28
06/01/2014;1237,75;0,45%;-32;-2,52%;-30,5;-2,40%;2,02
03/01/2014;1232,25;0,10%;-42,5;-3,33%;-37,5;-2,95%;0,46
02/01/2014;1231;-1,79%;-35,25;-2,78%;-54;-4,20%;-8,27
31/12/2013;1253,5;-1,28%;-30,25;-2,36%;-15;-1,18%;-5,97
30/12/2013;1269,75;-0,39%;-11;-0,86%;-8;-0,63%;-1,84
27/12/2013;1274,75;0,67%;-17,25;-1,34%;-3;-0,23%;3,12
26/12/2013;1266,25;-1,36%;-13,75;-1,07%;-1,75;-0,14%;-6,43
24/12/2013;1283,75;0,23%;9;0,71%;43,75;3,53%;1,10
23/12/2013;1280,75;-0,87%;-15;-1,16%;58,5;4,79%;-4,13
20/12/2013;1292;0,94%;5,75;0,45%;67,25;5,49%;4,41
19/12/2013;1280;0,41%;4;0,31%;44;3,56%;1,93
18/12/2013;1274,75;-1,62%;2,5;0,20%;45,75;3,72%;-7,72
17/12/2013;1295,75;0,74%;3,25;0,25%;33,75;2,67%;3,49
16/12/2013;1286,25;0,80%;-0,5;-0,04%;22,75;1,80%;3,77
13/12/2013;1276;0,29%;-16,25;-1,26%;13;1,03%;1,38
12/12/2013;1272,25;-1,57%;-1,75;-0,14%;22,75;1,82%;-7,44
11/12/2013;1292,5;0,45%;16;1,25%;48;3,86%;2,11
10/12/2013;1286,75;-0,43%;8,75;0,68%;71,75;5,91%;-2,02
09/12/2013;1292,25;1,43%;24;1,89%;88,75;7,37%;6,71
06/12/2013;1274;-0,20%;4,25;0,33%;75,25;6,28%;-0,92
05/12/2013;1276,5;-0,12%;-8,5;-0,66%;71,5;5,93%;-0,55
04/12/2013;1278;0,77%;9,5;0,75%;78;6,50%;3,58
03/12/2013;1268,25;-0,12%;-9,5;-0,74%;53,5;4,40%;-0,55
02/12/2013;1269,75;-1,19%;-8;-0,63%;44,75;3,65%;-5,60
29/11/2013;1285;1,30%;17;1,34%;65,75;5,39%;6,06
27/11/2013;1268,5;-0,72%;28,5;2,30%;52;4,27%;-3,40
26/11/2013;1277,75;0,00%;55,5;4,54%;35,75;2,88%;0,00
25/11/2013;1277,75;0,77%;53;4,33%;25,5;2,04%;3,58
22/11/2013;1268;2,26%;32;2,59%;15,5;1,24%;10,29
21/11/2013;1240;1,45%;11;0,90%;-6;-0,48%;6,52
20/11/2013;1222,25;-0,20%;-39,75;-3,15%;-24,75;-1,98%;-0,92
19/11/2013;1224,75;-0,91%;-38,75;-3,07%;-10,25;-0,83%;-4,13
18/11/2013;1236;0,57%;-27;-2,14%;-1;-0,08%;2,57
15/11/2013;1229;-2,61%;-20,5;-1,64%;8,75;0,72%;-12,13
14/11/2013;1262;-0,12%;17,5;1,41%;51,25;4,23%;-0,55
13/11/2013;1263,5;0,04%;48,5;3,99%;46,75;3,84%;0,18
12/11/2013;1263;1,08%;59,5;4,94%;52,5;4,34%;4,96
11/11/2013;1249,5;0,40%;50,75;4,23%;17,75;1,44%;1,84
08/11/2013;1244,5;2,43%;39,5;3,28%;13;1,06%;10,84
07/11/2013;1215;0,96%;15;1,25%;-17,5;-1,42%;4,23
06/11/2013;1203,5;0,40%;-11,25;-0,93%;-36,75;-2,96%;1,75
05/11/2013;1198,75;-0,52%;-26,25;-2,14%;-40;-3,23%;-2,30
04/11/2013;1205;0,42%;-14,25;-1,17%;-27;-2,19%;1,84
01/11/2013;1200;-1,21%;-16,5;-1,36%;-17,5;-1,44%;-5,42
31/10/2013;1214,75;-0,84%;-27,25;-2,19%;3;0,25%;-3,77
30/10/2013;1225;0,47%;-27,25;-2,18%;-1,5;-0,12%;2,11
29/10/2013;1219,25;0,23%;-33,25;-2,65%;-44,25;-3,50%;1,01
28/10/2013;1216,5;-2,05%;-29,5;-2,37%;-44;-3,49%;-9,37
25/10/2013;1242;-0,82%;-5;-0,40%;-23,5;-1,86%;-3,77
24/10/2013;1252,25;-0,02%;17,25;1,40%;-4;-0,32%;-0,09
23/10/2013;1252,5;0,52%;15,5;1,25%;1;0,08%;2,39
22/10/2013;1246;-0,08%;25,75;2,11%;-13;-1,03%;-0,37
21/10/2013;1247;0,97%;36,25;2,99%;-36,25;-2,82%;4,41
18/10/2013;1235;-0,16%;18,25;1,50%;-56,5;-4,37%;-0,73
17/10/2013;1237;1,37%;26,5;2,19%;-49,25;-3,83%;6,15
16/10/2013;1220,25;0,78%;-11,5;-0,93%;-71,75;-5,55%;3,49
15/10/2013;1210,75;-0,49%;-20,75;-1,68%;-114,5;-8,64%;-2,20
14/10/2013;1216,75;0,52%;-15,75;-1,28%;-123;-9,18%;2,30
11/10/2013;1210,5;-1,73%;-29,75;-2,40%;-91,5;-7,03%;-7,81
10/10/2013;1231,75;0,02%;-7;-0,57%;-67;-5,16%;0,09
09/10/2013;1231,5;-0,08%;-0,5;-0,04%;-68,75;-5,29%;-0,37
08/10/2013;1232,5;-0,62%;15;1,23%;-79;-6,02%;-2,85
07/10/2013;1240,25;0,12%;28,5;2,35%;-71;-5,41%;0,55
04/10/2013;1238,75;0,55%;12,25;1,00%;-57,5;-4,44%;2,48
03/10/2013;1232;1,19%;-31,5;-2,49%;-98,5;-7,40%;5,33
02/10/2013;1217,5;0,47%;-43;-3,41%;-83,75;-6,44%;2,11
01/10/2013;1211,75;-1,20%;-53,75;-4,25%;-100,5;-7,66%;-5,42
30/09/2013;1226,5;-2,93%;-29,75;-2,37%;-90;-6,84%;-13,60
27/09/2013;1263,5;0,24%;12;0,96%;-50,75;-3,86%;1,10
26/09/2013;1260,5;-0,40%;1,5;0,12%;-72,75;-5,46%;-1,84
25/09/2013;1265,5;0,74%;-17,75;-1,38%;-6,25;-0,49%;3,40
24/09/2013;1256,25;0,38%;-35,25;-2,73%;25,75;2,09%;1,75
23/09/2013;1251,5;-0,60%;-34,75;-2,70%;3,75;0,30%;-2,76
20/09/2013;1259;-1,89%;-33;-2,55%;24,75;2,01%;-8,91
19/09/2013;1283,25;-0,64%;-42;-3,17%;36,25;2,91%;-3,03
18/09/2013;1291,5;0,41%;-48,25;-3,60%;88,5;7,36%;1,93
17/09/2013;1286,25;-0,45%;-15,75;-1,21%;77;6,37%;-2,11
16/09/2013;1292;-2,51%;-6,75;-0,52%;109,25;9,24%;-12,22
13/09/2013;1325,25;-1,08%;25;1,92%;153,75;13,12%;-5,33
12/09/2013;1339,75;2,90%;28,25;2,15%;170,75;14,61%;13,87
11/09/2013;1302;0,25%;-9,25;-0,71%;176;15,63%;1,19
10/09/2013;1298,75;-0,12%;2,5;0,19%;170,75;15,14%;-0,55
09/09/2013;1300,25;-0,86%;-30,25;-2,27%;190,75;17,19%;-4,13
06/09/2013;1311,5;0,02%;10,25;0,79%;200,5;18,05%;0,09
05/09/2013;1311,25;1,16%;-1;-0,08%;184,25;16,35%;5,51
04/09/2013;1296,25;-2,57%;-20,25;-1,54%;171;15,20%;-12,59
03/09/2013;1330,5;2,25%;16,25;1,24%;194,25;17,10%;10,75
30/08/2013;1301,25;-0,84%;-32;-2,40%;151,25;13,15%;-4,04
29/08/2013;1312,25;-0,32%;40,5;3,18%;165,5;14,43%;-1,56
